FID,Status,Narrative,Date_Time_,Quarter,Date_Time1,Location_1,Location_2,Location_3,Location_4,Location_5,Location_6,Location_7,Location_8,Location_9,Locatio_10,Locatio_11,Locatio_12,Func__Loca,Location_L,Locatio_13,Location_N,Actor_1__P,Actor_1__1,Actor_1__2,Actor_1__3,Actor_2__T,Actor_2__1,Actor_2__2,Actor_2__3,Act_OLD_1,Act_OLD_2,Act_OLD_3,Act_OLD_Mo,Act_1,Act_2,Act_3,Act_4,Act_Mode,NGO_Incide,Section,Region,Inserted_O,Inserted_1,Incident,lon,lat
571,Verified,"GF/NA encountered OAG operatives with rifles while on patrol. Both groups exchanged fire for several minutes until the GF eventually retreated. Subsequently, GF/NA in Bama fired at least two heavy artillery projectiles in that direction. The outcome was",04/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Darel Jamal,NGA13207, , , , ,N/A,11.3265,13.9665, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,11/11/2022,10:35,nga:636e1946,13.9665,11.3265
572,Verified,GF/NA fired at least two heavy artillery projectiles towards Darel Jamal following a GF/NA and OAG armed clash in the area. The outcome was unknown.,04/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Bama,NGA13082, , , , ,N/A,11.522103,13.685579, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,11/11/2022,10:37,nga:636e1ab1,13.685579,11.522103
573,Verified,"GF/NA and CJTF encountered OAG operatives on three light trucks mounted with HMGs while on patrol. Both sides exchanged small arms fire for several minutes until GF eventually retreated and subsequently deployed GF/NAF air support, but no airstrike was r",04/11/2022,4th,12:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Kashimiri,NGA13306, , , , ,N/A,11.60836,13.959111, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,07/11/2022,09:59,nga:6368cc3f,13.959111,11.60836
574,Verified,"OAG operatives, with rifles on motorcycles and on others on foot, arrived at a farm, fired shots in the air, and rounded up some farmers while others fled. They subsequently robbed the farmers of their money and other valuables, before allowing them to g",04/11/2022,4th,12:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Gongolong Lawanti,NGAGo1638452098173, , , , ,Farmland,11.92125,13.19125, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,07/11/2022,10:34,nga:6368d16d,13.19125,11.92125
579,Verified,"GF/CJTF encountered OAG operatives with rifles while on patrol. Both sides exchanged small arms fire for several minutes until the operatives retreated. During the armed clash, GF shot and killed three OAG operatives and recovered two rifles.",04/11/2022,4th, ,Nigeria,nga,Borno,NG008,Nganzai,NG008026,Gadai,NGA100716, , , , ,N/A,12.40172,12.94648,Arram,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,10/11/2022,11:15,nga:636cd087,12.94648,12.40172
580,Verified,"OAG operatives, armed with rifles, entered a farm on the western outskirts of the location by motorcycle and on foot, where they stole crops. GF/NA noticed the operatives' movements and fired shots in their direction. GF did not report casualties.",03/11/2022,4th,22:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Bazamri,NGA19226, , , , ,Farmland,11.67468,13.45216, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,04/11/2022,10:43,nga:6364e104,13.45216,11.67468
582,Verified,OAG operatives with rifles on foot broke into a private residence and abducted a male civilian. The operatives shot and killed another male civilian who confronted them.,03/11/2022,4th,20:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Chingowa,NGA20726, , , , ,Private Residence,12.25501,12.691821,Ganya Karya,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,16/11/2022,09:20,nga:63749ec7,12.691821,12.25501
583,Verified,GF/NA restricted vehicular movements along the road until 1600hrs following reports of heightened OAG presence on the outskirts of the area.,03/11/2022,4th,15:00,Nigeria,nga,Yobe,NG036,Geidam,NG036006,Geidam,NGA25346, , , , ,Road/Roadside,12.87194,11.9078, ,Government Forces,Army,Nigerian Army (NA), ,General Public,Other General Public, , , , , , ,Misc. Events,Other Misc. Events, , ,Perpetrated, ,GEIDAM - BAIOMARI RD, ,03/11/2022,17:11,nga:6363e980,11.9078,12.87194
585,Verified,GF/NA fired two heavy artillery projectiles towards the eastern outskirts of the town. It was fired as a test.,03/11/2022,4th,14:00,Nigeria,nga,Borno,NG008,Mobbar,NG008023,Damasak,NGA21944, , , , ,Population Centre Outskirts,13.103998,12.510619, ,Government Forces,Army,Nigerian Army (NA), ,Unknown Actor, , , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,04/11/2022,08:32,nga:6364c0bc,12.510619,13.103998
586,Verified,GF/NA restricted vehicle movements along the road. The restriction was due to road repairs.,03/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Dikwa,NG008008,Gajibo,NGAGa1667058976187, , , , ,Road/Roadside,12.111,13.987, ,Government Forces,Army,Nigerian Army (NA), ,General Public,Other General Public, , , , , , ,Misc. Events,Other Misc. Events, , ,Perpetrated, ,NGALA - DIKWA RD, ,03/11/2022,16:49,nga:6363e5c3,13.987,12.111
587,Verified,"OAG operatives with rifles, machetes and sticks infiltrated the area. They broke into at least four residences and robbed the occupants of their money and mobile phones. No casualties were reported.",03/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Nganzai,NG008026,Gadai,NGA100716, , , , ,Private Residence,12.40172,12.94648,Arram,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,16/11/2022,09:29,nga:6374a02e,12.94648,12.40172
588,Verified,"OAG/ISWAP operatives, with rifles, attacked a GF/NA position, prompting GF to return fire. They exchanged fire for several minutes until a GF reinforcement team from Damboa deployed, causing the operatives to retreat. Casualties are not known. ISWAP clai",03/11/2022,4th,10:00,Nigeria,nga,Borno,NG008,Damboa,NG008007,Wajiroko,NGA100431, , , , ,Minor Outpost or Camp (Any actor),10.931,12.523,GF Position,OAG,ISWAP, , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,03/11/2022,13:30,nga:6363b759,12.523,10.931
592,Verified,Suspected OAG operatives looted mattresses from an abandoned supplier's vehicle. The vehicle developed mechanical faults while in transit along the road.,02/11/2022,4th,23:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Mairamri,NGA19532, , , , ,Road/Roadside,11.6004,13.4891,"The vehicle was transporting NGO materials to Pulka, Gwoza LGA.",OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Looting, , ,Perpetrated, ,KONDUGA - BAMA RD, ,04/11/2022,08:38,nga:6364c392,13.4891,11.6004
594,Verified,"OAG operatives, armed with rifles, arrived with three motorcycles and several carts at a farmland. They stole crops and opened small arms fire at a nearby GF/NA position, prompting GF to return fire until the operatives retreated. During the armed clash,",02/11/2022,4th,21:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Yaleri Kurna,NGA19723, , , , ,Farmland,11.6775,13.4147, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,03/11/2022,10:03,nga:63638617,13.4147,11.6775
595,Verified,"OAG operatives, armed with rifles, arrived at a GF/NA position using motorcycles and on foot. The operatives attacked the northwestern GF at the entrance of the town, prompting GF to return fire. They exchanged fire for several minutes until the operativ",02/11/2022,4th,19:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Ngala,NGA22844, , , , ,Minor Outpost or Camp (Any actor),12.340206,14.186725,GF Position,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,03/11/2022,12:09,nga:6363a17f,14.186725,12.340206
596,Verified,"Suspected OAG/ISWAP operatives attacked a suspected OAG/JAS camp. ISWAP operatives armed themselves with rifles and arrived via two light trucks, mounted with HMGs, and five motorcycles. The ISWAP operatives executed nine female OAG family members with b",02/11/2022,4th,16:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Gambaram,NGAaad268c5893465e93ef45a32415b4f2a, , , , ,Minor Outpost or Camp (Any actor),11.66422,13.64478, ,OAG,Unknown OAG (NGA), , ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,03/11/2022,14:39,nga:6363c696,13.64478,11.66422
597,Verified,"OAG operatives, armed with rifles and riding horses, set up an informal VCP along the road. They stopped several vehicles in transit and robbed the passengers of money and valuables. They also stopped a truck ferrying cattle, which they stole before allo",02/11/2022,4th,14:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Kinjimiram,NGAKi1660302589023, , , , ,Vehicle Check Point (VCP),12.3599,13.13948, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MAIDUGURI - GAJIRAM RD, ,02/11/2022,16:41,nga:6362910b,13.13948,12.3599
598,Verified,OAG operatives with rifles set up an informal VCP along the road. They stopped several vehicles in transit and robbed the passengers of money and valuables before allowing them to continue their journey.,02/11/2022,4th,14:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Madamari,NGA21099, , , , ,Vehicle Check Point (VCP),12.2929,12.7838, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, ,MAIDUGURI - GUBIO RD, ,02/11/2022,16:47,nga:6362919e,12.7838,12.2929
599,Verified,"GF/NSCDC, acting on a tip-off, tracked and arrested a suspected criminal accomplice in his POS shop in connection to a burglary at the residence of an NGO community worker at Commissioner’s Quarters, Damaturu, on 30.10.22. The accomplice was a POS oper",02/11/2022,4th,14:00,Nigeria,nga,Yobe,NG036,Damaturu,NG036003,Damaturu,NGA25039, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.747,11.9608,"POS Shop Bayan Tasha, IVO Filling Station",Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,04/11/2022,09:31,nga:6364d0f2,11.9608,11.747
600,Verified,"OAG operatives, with rifles and aboard motorcycles, arrived at a farmland and abducted a male farmer. While withdrawing and crossing the road, the operatives opened small arms fire into the air, prompting GF from Ngowum to deploy to the location where th",02/11/2022,4th,13:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Maiwa Kura,NGA20472, , , , ,Farmland,11.880726,13.445946,Kunar Maiwa,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,02/11/2022,16:26,nga:63628ded,13.445946,11.880726
601,Verified,"GF/NSCDC, acting on a tip-off, tracked and arrested two suspected criminal accomplices in connection with a burglary at the residence of an NGO community worker in the Commissioner’s Quarters, Damaturu, on 30.10.22. Reportedly, the suspects worked with",02/11/2022,4th,13:00,Nigeria,nga,Yobe,NG036,Damaturu,NG036003,Damaturu,NGA25039, , , , ,Road/Roadside,11.747,11.9608,"Don Ettebe, Along Maiduguri Road",Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,04/11/2022,09:18,nga:6364cce0,11.9608,11.747
605,Verified,GF/CJTF ambushed OAG operatives with small arms fire and killed two operatives while the others fled. CJTF members seized one cart.,01/11/2022,4th,21:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Bazamri,NGA19226, , , , ,Population Centre Outskirts,11.67468,13.45216, ,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,02/11/2022,08:51,nga:636222e1,13.45216,11.67468
606,Verified,"GF/NA and CJTF arrested three IDPs, consisting of a woman and two children, while manning a checkpoint. They confessed to being OAG family members who surrendered and wanted to reunite with the operatives. GF recovered clothes and other valuables from th",01/11/2022,4th,15:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Pulka,NGA17265, , , , ,Minor Outpost or Camp (Any actor),11.224957,13.781282,Transit IDP camp GF Position,Government Forces,Army,Nigerian Army (NA), ,General Public,Identity Group,OAG Family Members, , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,02/11/2022,11:11,nga:636245a9,13.781282,11.224957
607,Verified,OAG operatives armed with rifles set up an informal VCP along the road. They stopped a commercial vehicle with two female passengers and four male passengers aboard. They then flogged the male passengers each forty lashes for sitting with women who were,01/11/2022,4th,14:00,Nigeria,nga,Borno,NG008,Nganzai,NG008026,Mile 40,NGA23472, , , , ,Vehicle Check Point (VCP),12.3798,13.1534, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Hand to Hand,Armed Assault, ,Perpetrated, ,MAIDUGURI - GAJIRAM RD, ,02/11/2022,15:39,nga:63628342,13.1534,12.3798
608,Verified,"GF/NA and CJTF encountered OAG operatives while out on patrol. Both sides exchanged small arms fire for several minutes until GF eventually retreated. During the armed clash, GF shot and killed at least 10 operatives, while the operatives shot and killed",01/11/2022,4th,12:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Kashimiri,NGA13306, , , , ,N/A,11.60836,13.959111, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,03/11/2022,12:13,nga:6363a2d3,13.959111,11.60836
612,Verified,"GF/NA acting on a tip-off arrived at the entrance of a market and searched civilians, prompting two male OAG accomplices to flee. The GF shot and killed one while the other one managed to escape.",31/10/2022,4th,16:00,Nigeria,nga,Yobe,NG036,Gujba,NG036007,Goniri,NGA25389, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.483333,12.314444,Goneri Market Area,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,01/11/2022,10:31,nga:6360eb3e,12.314444,11.483333
613,Verified,"Five OAG operatives, armed with rifles riding two motorcycles, arrived at a farmland and abducted three male farmers. The operatives opened small arms fire, prompting other farmers to flee. No casualties were reported.",31/10/2022,4th,14:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Galtimari,NGA100590, , , , ,Farmland,11.6858,13.3963,Outskirts of the town.,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,31/10/2022,15:09,nga:635fd913,13.3963,11.6858
614,Verified,OAG operatives with rifles ambushed GF/CTJF on patrol and killed three CJTF members. They stole one motorcycle and a rifle while the CJTF retreated.,31/10/2022,4th,04:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Gabchari,NGA19346, , , , ,Population Centre Outskirts,11.61825,13.65613,Gazuwa area,OAG,Unknown OAG (NGA), , ,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,31/10/2022,12:05,nga:635fadbf,13.65613,11.61825
615,Verified,"GF/NA and CJTF on patrol attacked an OAG camp, prompting the operatives to return fire. They exchanged fire for several minutes until the operatives temporarily vacated. Later, the operatives regrouped and reengaged GF. The exchange lasted for several mi",31/10/2022,4th,02:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Gargash,NGA13240, , , , ,Minor Outpost or Camp (Any actor),11.475846,13.974262,OAG Camp,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,01/11/2022,09:15,nga:6360d79f,13.974262,11.475846
618,Verified,OAG operatives with rifles arrived on motorcycles and robbed the residents of the community of money and other valuables as informal taxes.,31/10/2022,4th, ,Nigeria,nga,Borno,NG008,Mobbar,NG008023,Dangaliya,NGA21953, , , , ,N/A,13.058641,12.481645, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Embezzlement/Extortion, , ,Perpetrated, , , ,09/11/2022,08:24,nga:636b56c2,12.481645,13.058641
620,Verified,"GF/NA sighted and opened small arms fire at OAG operatives during a clearance operation. The operatives were armed with rifles and on foot. Both sides exchanged fire for several minutes until the operatives eventually retreated. During the armed clash, G",30/10/2022,4th,19:00,Nigeria,nga,Borno,NG008,Damboa,NG008007,Furfor,NGA100402, , , , ,N/A,10.89331,12.64466, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,31/10/2022,17:09,nga:635ff3e9,12.64466,10.89331
621,Verified,"OAG operatives, armed with rifles aboard two vehicles, set up an informal VCP along the road. They stopped several vehicles in transit and searched for passengers’ identification before allowing them to continue their journey. They stopped another vehi",30/10/2022,4th,16:00,Nigeria,nga,Borno,NG008,Magumeri,NG008020,Madamari,NGA21099, , , , ,Vehicle Check Point (VCP),12.2917,12.7838, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, ,MAIDUGURI - GUBIO RD, ,31/10/2022,15:51,nga:635fe14c,12.7838,12.2917
622,Verified,"Vigilantes, following a tip-off, arrested a male criminal who burgled a residence in the same area the previous day, 29.10.2022. He stole building materials, an air conditioner and other valuables. They recovered the items and handed the criminal over to",30/10/2022,4th,15:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Maiduguri,NGA21518, , , , ,Private Residence,11.7859,13.1604,"Alakaranti, 122 Layout",Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,31/10/2022,16:51,nga:635ff1cb,13.1604,11.7859
